id,y
1,203874.30241586047
2,2230235.6250481396
3,767723.7839187225
4,168282.40338216472
5,190.26655512265086
6,13146498.375648329
7,256537.02115152244
8,259035.81236863305
9,522532.4887607679
10,14727.018291695475
11,184648.91846073102
12,1550679.8027233446
13,75930.91448520952
14,3999611.4046159727
15,2599160.1911941427
16,995363.8127832662
17,1283598.7323537497
18,73368.99892594601
19,32181.395709794037
20,6367.072746063895
21,26019.870464508924
22,9733.69021517192
23,56337.71456123021
24,631260.8257643424
25,2401304.1567181596
26,186469.48662363781
27,401.12102982551505
28,234935.39618000193
29,299645.8621943983
30,560331.4024830435
31,1049998.6651718512
32,2364960.528932695
33,45480.744237047686
34,14546.76237637152
35,906947.3173464403
36,8464.456513298328
37,474726.06434216246
38,144103.49659053268
39,904550.3017944539
40,3949.8793452070113
41,498328.8343810048
42,1039773.0306336412
43,16792.07576836586
44,2607720.857429877
45,983810.2681587815
46,3777775.398742606
47,93398.37882889698
48,1440182.7009541155
49,638700.8189889047
50,663070.492322297
51,123456.25220944412
52,185450.29661808664
53,3186480.2413530117
54,147585.97553041758
55,263356.20177780354
56,349937451.9085313
57,1126074.7145231315
58,33312.088237474134
59,278895.614513245
60,4714232.922646334
61,131611.39137671294
62,15364.420868020883
63,9553336.402426047
64,25297.117067050247
65,434142.6855251365
66,276433.76786027633
67,34064.96551102782
68,34017.32760521211
69,910024.1393960639
70,666106.046751454
71,6638.95296448045
72,86685.7218393892
73,1572645.4673349604
74,581254.9562647812
75,3240966.4400717416
76,404441.5662170905
77,199570.6198794812
78,2121253.8735368797
79,654889.8083109648
80,977.3386284488184
81,210547.3176118384
82,19706.070968414013
83,7464913.597808794
84,4324125.543009239
85,153177.01248717416
86,400521.22252650204
87,10935.066730076753
88,1928983.4588633454
89,33757.7122526065
90,19573478.858454857
91,4389.58676867558
92,103216.84844354138
93,438321.9057922078
94,93512.50399582484
95,58972.68906592416
96,23562000.55601072
97,310692.5959492734
98,359060.8889222028
99,903153.8179711538
100,29219.710725003388
101,2084940.1853514623
102,565543.0794492256
103,230654.51365799815
104,3622955.634004621
105,54230.615602515056
106,125532.61825073506
107,274361.79109021754
108,41246.37053004216
109,1674590.4032584608
110,2324871.1429759334
111,1690530.9133514604
112,10403569.258590795
113,314002.65905073343
114,1152130.3482744214
115,4007408.8138331384
116,326047.39438023657
117,359420.7605017017
118,129679.4014306444
119,994209.3200326156
120,1822445.515236996
121,119224.43079948434
122,603081.7398522835
123,21334.648247018176
124,1930088.5717575613
125,58160.542331583114
126,733319.1139343358
127,35511.84929485198
128,464081.8773548671
129,350476.5548279885
130,12737.961922586039
131,116061.85836670271
132,82677.86510343742
133,1072705.6596640584
134,80251.13054953133
135,48348.68230012494
136,27611.740091346495
137,262922.3374883997
138,8172661.616684498
139,108969.00678266128
140,59965.9130274477
141,74203.57239134831
142,11428577.68269735
143,256274.6768534094
144,4907180.562947277
145,388481.19629552186
146,40704.22058318115
147,124154.71230419193
148,1276.7642470577161
149,27516418.015363187
150,29848.033877633734
151,562593.7636526204
152,249914.4120112733
153,1602733.2016616247
154,851430.9249834341
155,224415.58391504677
156,1885776.3833328814
157,3670046.7896690248
158,121530.86774195575
159,84779153.66298668
160,1846641.4407141446
161,1522259.7117177215
162,362239.12641975336
163,6826356.718874046
164,519396.8520056023
165,13901.06433049966
166,83128.44188460831
167,1046708.2637939529
168,1992736.6807494536
169,511124.19964844506
170,1191135.1037931906
171,239005.44563152385
172,1747554.1512975844
173,5041801.666686257
174,62278.8522042692
175,628925.2093690851
176,31073.686709933445
177,56705.77415207886
178,9384.048860679903
179,2392693.419346282
180,3834294.597691432
181,19148.986300212404
182,429856.13858978596
183,31496.110700561992
184,3672717.875538487
185,966960.5071834124
186,15523783.159339776
187,9209.996188265659
188,85676.35855300624
189,1170057.3424165116
190,786595.6453092792
191,117827.24761969251
192,56005.41545878001
193,55185.24957801759
194,1323874.8158204402
195,66734.61738266252
196,78097.65665335505
197,18526.796629011507
198,4353678.923555932
199,22086668.707248267
200,857280.1730188275
201,182211.07615477493
202,133106.55400358184
203,78407.13835934243
204,119188.2904316458
205,880441.6912373431
206,3894776.6604804494
207,1205262.4856485713
208,43244.5590130093
209,1190734.223887231
210,97167.41556743643
211,439986.9325892594
212,48657.282114404145
213,221205.4922720766
214,21684.92402218206
215,4227.152012497052
216,653388.8401567234
217,683115.4208935866
218,1891835.1669386139
219,192519.22251297467
220,42377.16193927007
221,34956.36235361417
222,869834.5107274449
223,1964729.1821637386
224,54308.47557426743
225,167054.26289611653
226,473175.2997495049
227,622058.757429132
228,3545.3878227215614
229,569735.3612712703
230,1070277.5183287545
231,29517.615089802843
232,1929731.331687097
233,85408.87840228016
234,1665293.436501829
235,182.46892054701283
236,513732.38041937776
237,1393534.1358488605
238,257539.5617020731
239,1924432.7189475433
240,168827.92580157597
241,142.0162618767026
242,14590.120472421504
243,14008731.553538866
244,2976263.521856179
245,1887810.3564861855
246,41990.24182585157
247,280111.9108987636
248,210370.54185053904
249,139381.92077421883
250,627465.251915039
251,22865.341895799927
252,513537.88799384463
253,781493.0502756
254,64724.209415431906
255,8062.714948420519
256,160593.6105949961
257,84013.139680932
258,429123.5384714536
259,53900.132126451164
260,12149.106479103762
261,390917.2929821373
262,51257.05621053066
263,270096.9740587414
264,102903.85235577196
265,2653188.8220630125
266,7084951.808018373
267,8890.029172010092
268,406890.0941926189
269,467777.6930106076
270,6526253.530454003
271,845852.8984382335
272,4740163.721101371
273,185883.39834225338
274,49769.878002132304
275,294343.0625049462
276,159337.44814315037
277,4697.197193661807
278,2024669.6484428884
279,12437.631071325477
280,252329.05856902103
281,3846506.7783618327
282,27446.92434315454
283,1257655.2948957004
284,26306.8358912395
285,209864.74717611534
286,7949398.164985697
287,607039.5346627933
288,680063.611147356
289,2303456.68353277
290,481045.0473725643
291,985381.9493735927
292,1073115.6652326493
293,4568084.426257114
294,485855.2280437451
295,750574.0503197977
296,287591.37754559517
297,1585406.3152777404
298,2369938.1925266404
299,20279265.86475
300,6809821.778513316
301,106186.28424173805
302,693233.1613783581
303,103745.00431906302
304,393982.627601582
305,246450.0312528937
306,754351.5933122172
307,67796.04944070807
308,208734.15398678297
309,651774.1197102255
310,82026.55744426805
311,2022567.2438313148
312,47517.491751852016
313,323890.08132780524
314,758955.396970879
315,640333.2081392993
316,51206.44568321942
317,339634.01068018045
318,409063.2214897934
319,182774.44669729847
320,1767950.6326911384
321,68793.60126993537
322,93301.72141025204
323,23585.20026186644
324,27620.399643919463
325,121349.26062856201
326,135589.2737839202
327,430121.98311418697
328,62991.58567526333
329,121752.97391662981
330,5321166.619503867
331,3414241.9726603767
332,32855.44010764166
333,3930.6832827637045
334,188335662.799653
335,352848.68681739294
336,336332.71609366447
337,67238.97007639367
338,187633.32425395932
339,264941.56186043523
340,184268.6894755761
341,1170933.5408155336
342,16472.02753792376
343,109988.74281634192
344,669211.0393859551
345,6698728.46818684
346,483711.4171818285
347,306571.08204826876
348,2161404.8285203017
349,129411.59910983646
350,372672.0642221799
351,4282261.771759362
352,2454114.2307141763
353,1283350.7679919817
354,297525.66338591545
355,2138460.2658300432
356,882213.4012089113
357,80672.28511303068
358,493020.2899731449
359,1076441.2034127957
360,8318560.273033346
361,1081806.3186539912
362,56272.844534397904
363,32990808.086003087
364,5044570.904853483
365,673914.9926051446
366,51650.166613622096
367,2107391.195979682
368,25096.654745098724
369,1860774.1148542154
370,442891.89035804156
371,6952432.3341980195
372,4402.477427148903
373,315635.14170113974
374,1594974.9285648025
375,879051.7291365959
376,189272.77394679695
377,10878117.831460876
378,82082.78778029593
379,60012.86307067373
380,308141.96034011256
381,603912.6995320376
382,777177.1233470134
383,65701.90927176965
384,1353931.4086876218
385,473883.0478721217
386,826119.9941267152
387,284895.97999369766
388,69747.77275467536
389,115924.95283577307
390,12493816.642481953
391,208780.96974031793
392,221998.69866876618
393,257097.33923715906
394,1260663.3727668722
395,1710267.7643353946
396,88964.54594341725
397,1780355.82064383
398,88027.7751934697
399,345422.2359047075
400,99817.31152027428
401,2989.86804552542
402,2570100.265683238
403,312110.8647596165
404,134660.32043015424
405,765082.1844187035
406,350690.77558242064
407,621725.8253840449
408,5259936.139363735
409,275353.59393862495
410,1841954.189171755
411,1888982.1205394268
412,10702.629320134067
413,107272.02880840722
414,2985852.1081394753
415,48034.77146609651
416,628673.8497840612
417,225814.19349271705
418,6109017.912370315
419,34177.97261219683
420,446404.9833649108
421,19930.536204396485
422,521567.6654211077
423,13015946.451688983
424,62246.24382004448
425,278621.20200443116
426,458746.1660068566
427,1327032.3674633924
428,20696.640249586228
429,228289.87219984265
430,10337.817676257362
431,112609.24512877196
432,147682.43225371244
433,621827.0407689724
434,1376619.633844594
435,676499.28902862
436,563641.8443660605
437,241456.3914686319
438,56435.21079529945
439,23859.12928486543
440,695575.2206375442
441,669721.6690212137
442,88225.30466878077
443,5245234.899797336
444,18885.255393408446
445,953500.3829931949
446,12351.663928658136
447,758905.5740828252
448,735722.3924927401
449,93537.39360400534
450,28919.50054186539
451,863406.276297635
452,6058.225869533716
453,548205.2220938988
454,498890.44339947234
455,92274.70988470367
456,111096.97297611403
457,20956.45442318097
458,93739.34851843829
459,712696.2016313714
460,408682.154663793
461,41787.701159112024
462,2575.100812820871
463,187176.41923053472
464,94505.57084357819
465,431103.0684720051
466,307395.2894669054
467,113865.67131718759
468,3161.991583750548
469,6080844.279243422
470,1247134.7331196591
471,550473.0701988224
472,2441.0477945995976
473,541809.3334420443
474,199491.9679767363
475,8282198.182963876
476,1920014.7040195316
477,2033989.7735647734
478,961113.3816897835
479,3758264.96056427
480,33947.315589380334
481,26263.98314209353
482,1892102.1510567227
483,464613.9255470192
484,6981.235721323559
485,130707.78346458201
486,16999414.373156484
487,781982.2168734064
488,21140.390153118195
489,227551.2594715493
490,16559.835964761514
491,1341294.2822065696
492,1997417.0387148268
493,42862.72674923392
494,965201.6133746248
495,3176485.9816101883
496,11179.22710138478
497,867323.7188446062
498,39486.210477463654
499,732858.271881262
500,33291.82343861813
501,6167.584164887229
502,37815.42106256368
503,20304.66363356519
504,20152.14033239945
505,105027.48357776356
506,9279194.763770733
507,1923855.730544897
508,533.6657140068745
509,1306357.3509685001
510,92757.43266729629
511,3002432.0161051494
512,32840.08289291818
513,366012.87331448693
514,737744.898336256
515,49946.656081703826
516,301861.38642425096
517,401462.12337464356
518,86987.3943643038
519,16688.927677893265
520,526797.3103573294
521,374427.4931917666
522,22637.686843075982
523,958371.2152956665
524,7486977.4414605955
525,8739.361235439275
526,123297.53804530643
527,5609.95374695924
528,927.3075551805914
529,77284.56618641032
530,12400786.23400892
531,187085.4029270215
532,407755.5253958531
533,8920.258516340335
534,164073.14905072187
535,24460.078506039557
536,36309.49643650262
537,39431958.99888091
538,64323.803640913065
539,55931.66456965173
540,260530.81590387475
541,330953.7610742694
542,1768233.0063577518
543,5491885.743817321
544,496599.1609191441
545,517157.15296823595
546,386745.4390596491
547,7572080.342360697
548,3334542.626704329
549,81836.48981893015
550,326351.7894582401
551,147.5646518222195
552,620775.3398207276
553,233299.97900712545
554,108866.91039681026
555,83655.7489239396
556,345689.1066646731
557,1039.1041408215272
558,720662.1218415349
559,486825.3057037228
560,1780565.0965769913
561,4551797.617926063
562,48116.47860654134
563,7810.337985606065
564,31468.677651426562
565,213714.82104953422
566,63780.566303131905
567,1009.6548738046373
568,1653777.3324573152
569,1669068.821102993
570,39618.82940910187
571,2250.368115147374
572,3154653.0149645535
573,12123.158200792606
574,357013.2648706124
575,1774831.6741350389
576,45898.06229588273
577,3217837.101874347
578,687443.3129217934
579,284493.6404476725
580,130991.62330248326
581,7118789.172065598
582,56379.77236005013
583,83688.10743174398
584,101962.85028638998
585,94249.576831691
586,1686314.570894374
587,1122479.7182782823
588,298157.80099878204
589,21347.127345662044
590,837438.2041215264
591,1759581.5337123193
592,22923483.31582451
593,12436373.346457724
594,219452.7603995947
595,10841177.666913519
596,145235.0027295497
597,4007485.2351066633
598,32641.899864836272
599,7307503.402369746
600,1715803.076326973
601,1501757.6663784394
602,28778.035087086206
603,30223.119111790045
604,710334.9458729712
605,129006.82837671261
606,419723.3074581244
607,12646.523467110079
608,450795.51123485784
609,34015.81524984307
610,19448.735026320683
611,1841618.9523807936
612,8294.820426310445
613,207757.1438417178
614,72883.86973902235
615,866489.6706897969
616,486388.0759539883
617,22776380.69791879
618,204979.05441061183
619,8873814.13264484
620,6418.816906893976
621,4086218.448963836
622,818299.2388366122
623,3169278.889276072
624,3376347.515989878
625,1822935.5702361914
626,383837.5592096708
627,5088456.625084368
628,134254.05802772866
629,3359373.316507058
630,181139.1206377053
631,203306.7837452299
632,2125813.9014390553
633,906053.6793725472
634,70456.48943562945
635,156379.23264513433
636,34166.69281093802
637,79309.93435952274
638,2052673.8045683648
639,8202798.141004045
640,11656.664740470113
641,48181.80423298091
642,19701.33420195958
643,4376.531129543508
644,127108.47947935962
645,1728153.143305902
646,406401.6819349968
647,2331559.5914174737
648,1642972.1279923315
649,1534835.7363631446
650,2464084.2506703287
651,259322.520425643
652,148002.9251090376
653,961322.0467989483
654,44604.78415778781
655,415815.4997212597
656,1213699.0164034157
657,526178.1748277959
658,553163.1928719279
659,4273744.391722682
660,8121093.4939712435
661,60300.16882154399
662,205020.44149419348
663,365290.8751874812
664,10448.624744241375
665,121371.26035131651
666,1486228.2242623002
667,289287.92949149024
668,2198437.1477748603
669,1632620.8242325906
670,2160473.145919134
671,98733.02975327434
672,725803.3594277207
673,184262.00827144302
674,67012.06283222997
675,8701445.054888306
676,281361.5429333402
677,2350193.874565437
678,633922.6938330701
679,1704185.8619026786
680,300105.41007669736
681,1669817.0747479596
682,44659.885110137075
683,1020536.8536009149
684,52092.372840060285
685,190938.51583206243
686,5569074.994620976
687,1391800.2729150362
688,39394.576643048254
689,485655.4563783783
690,563035.5855934054
