,video_id,channel_id
10,WVRU8k9yNw0,No Data
11,rK36kf1m0Sw,No Data
12,g9Oec4CK9vM,No Data
13,VLJ659joA-E,No Data
14,AlLLfLMX3Ko,UCsX8MJHEI5UukXoF3HLnTvg
15,BHB6RsNeHdU,No Data
16,W_ZfxJC9c4Y,UCiS_Rha9HIkafneIimbWh1g
17,gENHObufcIQ,No Data
18,nW2JdiSKTJo,UCljUAjufNh7VI0yElcAdlhg
19,oXo3wYDaHMc,No Data
20,D5AdnglslGc,No Data
21,nOD1-lmdPuQ,No Data
22,qFEkQ_Sj1Io,No Data
23,s3H4HBcbpu4,No Data
24,Nv4386y23AM,No Data
25,ofP5ago3-Go,UCrEU0b3lpZyrFh7VImwWkxA
26,g8xX-kfqYrg,No Data
27,6RoGvGCP0BE,No Data
28,9tatywUlgTQ,UC55Ugnz0PjMsfyZ1LCFDZTA
29,nkDCt9XYQ0o,No Data
0,LGh1Ss-N95c,No Data
1,6mrGl7aI8KQ,No Data
2,VQi99Zbsvmc,UCOnsF7ZnqMMC4F_tX85Vt9A
3,z8w7si1IYS8,UCIS8BB4C2cuzeILjQV9pxGA
4,zVJqVzikMCY,UCnoV9-8oRfF-c9BFkgTD2nA
5,TWDvy28exPE,No Data
6,YtBAfBEO3pI,No Data
7,5h5Iyw8Wyo8,UCvF9_9I_6tfl0NmXN0yS1Kw
8,9-bqG9GAWik,No Data
9,IJDWwchYQpc,No Data
10,_0-4d5sYLMU,No Data
11,0QtSgPxCSM8,UC283U3dPUk0RD-etygZJ11g
12,538XnX2YBhg,No Data
13,aVCXlzN1i1A,No Data
14,ycm0wygA_b4,UCIPKo-3YgwWFFEeagS-j30A
15,gXLdSZAMJ5Q,No Data
16,O-741q98IAo,UCJhjE7wbdYAae1G25m0tHAA
17,QJmJ3JLU4jM,No Data
18,kWPlKVOCKzw,No Data
19,EqMvuruFap0,UCRT-74ovdMKOFBC96w_gfyQ
20,bj-iuNzw1xE,UCstEtN0pgOmCf02EdXsGChw
21,RJwY2BPAhS0,UCHPARXha7xQNbfzwzY7NzUw
22,0d7t8D2DbW4,UCoQdgj5CIHEV84GlCz_QKkQ
23,8Dh68votfMI,No Data
24,AJStuBrN8YE,UCxc0F7BSsl3d4V2aoietV9A
25,pExPlTnsXbs,UCaTFX7ckdowpnwHWcJGH2KQ
26,ekywAWML2u4,UCFtVzEblikHdro4J5HeMo4w
27,1dlRaNEl7m8,UCroloVlHKUnvOMn5MtuvyDg
28,kvICEwadcMM,No Data
29,CB39OsuvT2Q,No Data
0,7aGTG5NHQ_o,No Data
1,7FNycMVve4Y,UCPH7d3YxfeH56FG-UyPAB1g
2,fTPaGZXQDdI,No Data
3,nN4lJhcvvy8,No Data
4,Fylkw0SuTvE,No Data
5,5_-NKRVn7IQ,No Data
6,hx6Cz58e2sg,No Data
7,nyd22xu3_1U,No Data
8,JMRcI-Layc4,UCg9mwxF0uacG3Q4N91wo2TQ
9,wwyzjs_CQCo,UCQf_-KILFsW7ifM6oSlRYDA
10,ymmHqL0HPlY,UCqAbcgEp4NqCRnLG3NVJezw
11,0842-hUSbWg,No Data
12,h2Zzd72me44,UCG4fqU419F_vnBkIfSyR9Yg
13,hmRt1GgCqxg,UC-lHJZR3Gqxm24_Vd_AJ5Yw
14,6UVYoyLwL-Q,UC1-4AnMxkLXLNL3-7UJ4KTQ
15,GJ01EfRqdcw,UCQ_MqAw18jFTlBB-f8BP7dw
16,iTEMSYAGnwY,UCLhgIX2L5ZCaWdlaxR_oTAg
17,I8T3UVWtfCM,UC6YuttrRJ_LZNddA_DJ_VSQ
18,VZ7welSZIRk,No Data
19,hnPRIBo2J_E,UCSoEDFXaMcHbAlWlduce2eg
20,IrrF_bUE8yc,UCrrNHoXQ1uTYsR6v41pDalQ
21,F_2Sdz9pUpE,UCyhMAWqnYfR0Gmss71y3vFw
22,xYwXmKiqQfA,UCT3eNEwCL6lpGlCfaCXJSkQ
23,hF9SaprlO8c,UCWc-XpFHPK1SwGcvpFPZ8NA
24,6nZKyeWrcwI,No Data
25,5Y-oLaPZdOM,No Data
26,CS57VbA4CEo,No Data
27,eCPJmuleIgc,UCd_yFWKGwk-5d1rcwBjkBTQ
28,FgIOUoz5ZYw,No Data
29,IU8qe2U-dTk,UCC9SB7UVkUvmF7tXTXs0umA
0,LChpwNzT9po,No Data
1,F3kH7TbKykk,UCjIJqspWa_E-cSV8-HtZ1Yg
2,yj7fG7R7oqQ,No Data
3,YrbQR4ubqiY,No Data
4,FlQZVK0QwBY,No Data
5,Fxgu3HCHd_I,UCJHbN8ZFKoo1PeifFwQpB0w
6,fSuI2U9sR9Y,No Data
7,yDQSbkvGMHM,No Data
8,aXValzKiYSM,UCG92DaK_4WQMn07gG5mhaxA
9,v3I7k3JS2Rw,No Data
10,4JgkmmoZ2n4,UCVP_Fma2_-BEKWYc79JVQDw
11,i0gh7rxuMNE,No Data
12,WQHdB0zpK3U,No Data
13,34cblbZuJUQ,UC8M-PkL6rzZfzHi8dURgWog
14,0uCiHtC6KR8,UC4YaOt1yT-ZeyB0OmxHgolA
15,la3yMX5LGjM,No Data
16,qvaeieWv0aU,UC35TRecEk9N5FAj2a--PAkg
17,eDiEVcJ0lp0,UCrzyJYtjLOTfnUur8hsr7ow
18,l2fRaE2YBds,UCgsq0EBRKb3Fd9SPOnKwKFw
19,Jl3St0xU-yw,UCaO16EyoX6_064H0txQ0vZQ
20,sez6js_eGbA,No Data
21,0KBp9AWAzsQ,No Data
22,PgBQA_hvNzg,UCpOjLndjOqMoffA-fr8cbKA
23,5h4prKT3HLk,No Data
24,F_uDwQZYq_8,No Data
25,hPq5z7SFksY,UCDE_gujqIP9wEBZy0lVH_8Q
26,NOYhC4U8VDU,No Data
27,UhEBTys9baA,No Data
28,6r80LutWr4I,No Data
29,JT8j36cTKk8,UCCvy1DY5OP7D4RWsqczIxbA
0,2BkSXBS0Kj8,No Data
1,UtqjhbHa1xE,UCFxsPKwafYxI1aOO0NyQqJQ
2,MIaDxo9nGuE,No Data
3,cefyx2B80r0,UCzrw4K7D9Ti3FP8WMTVPImg
4,T4gYFLuFdGc,No Data
5,FlgRbY-bSA8,UCs4KWxdP-lRc-dgLXE5i8Wg
6,xlMXTRVqWGc,UCjEDFWRiTp6qhFdl0u7E5JQ
7,YFHHGETsxkE,UCWtcaoN-VA4wseYrws-csKw
8,PFOq3kRD8vQ,UC3PhGon63sMZNAuHyrBgGSw
9,GKiQHP5ah1Q,No Data
10,0NGvsVccswI,No Data
11,O0E_X-7_Ik4,No Data
12,MVy9ifSaaAA,No Data
13,sWBAvwp5k9E,UCx9WwWANuxskEfS53IkkI1w
14,hVDr673OCE8,No Data
15,vrnnExKh_Kc,No Data
16,gjHjkfpm57A,No Data
17,aqQvTlrJKjY,No Data
18,xG70aBE6FaM,No Data
19,KAmHZn1PE0E,UCuA3GbcPjRPesHaeRIvfIIQ
20,dnCwrz5mM20,UCjcO4AvTXjPBNXXe4Deoa6Q
21,2C8CGeUtcJk,No Data
22,WJyfzEr6waM,No Data
23,rhWp4cqrc9k,UC6YD-hqIJ1UIOcVyQ07HGAw
24,nKk51Imcq1E,No Data
25,L0PnTULbli0,No Data
26,SX_ViT4Ra7k,UCUCeZaZeJbEYAAzvMgrKOPQ
27,c0arVTRwytA,No Data
28,79eyZQbHxvI,UCgMPP6RRjktV7krOfyUewqw
29,epO4zFpCefc,UCjr-_eWyX7RwHKSVxOP4eCA
0,x9Mnj-zehCk,UCKB2ePQcisre4Cacyk1W-gw
1,H19fkj36x-8,UCD7-Ocp4InwPKzwiq_U-Abg
2,uOW7ADErhCM,UCRT-74ovdMKOFBC96w_gfyQ
3,bG28pexkVrk,No Data
4,4Yp58Is1aBk,No Data
5,3fXCejd4yQ4,UCrDHVr4NKajFmzrJO4ME8gA
6,4PWyFStECws,UCFBjsYvwX7kWUjQoW7GcJ5A
7,fSL_VLS_jJI,No Data
8,nhbuZpcdHTo,UCTDMT3aL30noTVFgNPA9XtQ
9,zETkq-ThNWM,UCNW0bHL-4TBmRfRCgRrJKEA
10,6d5V1qOyFqw,UCZMRuagdTBKmmrFtSMN48Xw
11,_uxhfMft9T8,No Data
12,zC8FEqOZAnA,No Data
13,yHhGh2BaST8,No Data
14,gWV8gjTPOD4,UCaO16EyoX6_064H0txQ0vZQ
15,If2kcoeSq1I,UCmbqBCHoSY33t-pHxQJq66A
16,FxR73NHGnws,No Data
17,goEYwIeQ3vI,UC1zYGo1jIIjMVDTLL3dydow
18,oakYhogk1ys,No Data
19,8QZhIsqojpw,No Data
20,gow865myE84,No Data
21,fcgccb-Qy_I,UCZJLOAUdvQHrIXQs3Hq17Hw
22,VuVKeq0UdgM,No Data
23,aCO6Xk4-9TM,No Data
24,_1DDZz1FRmI,UC-km1012mEUQQLGxggmrazw
25,XYSyAjLjcUA,UCO6t3VQrpvrM4gYDRQ-58Ew
26,6I3dDt6Ch1U,UC55Ugnz0PjMsfyZ1LCFDZTA
27,VjTYgEthXYo,UCb-ekPowbBlQhyt7ZXPiu5Q
28,xKG5viamTw8,UCxkjgt_ePhbOoCRPr0szT8Q
29,ucIQuhW4UEM,No Data
0,uhiPIj9WY7w,No Data
1,MBo9uwqE8YA,UCRb-FQbJKhOBvYZ3olDDL7g
2,qdNqevMv5dU,No Data
3,#NAME?,No Data
4,IskUCwDwTOY,No Data
5,2-caYDGaZnU,UC7hfl5GbU1lVhI08c-Y7bVQ
6,NGOUrE7y8Bc,No Data
7,H8d0pTJhQgw,UCpr5mSSUbIQU816dNjaDdyg
8,BN4ivQOy3H0,No Data
9,GwZW8RWuEic,UCoOx45FcGxN7sI2xQakj0EA
10,eZh0EKWZAeQ,No Data
11,m99somvPM0Y,No Data
12,9_DHuwZGVRE,UCEIMvzf3R9d3_2A3IAajvHg
13,m0mD29Fnmj4,UC-zmpFVQNJ85iONIsYKJ7zA
14,QVOauAR-2x4,No Data
15,FA6JX80IaN4,UC1zsShDyJp8AafQu9BPo1PQ
16,5XTbQ7NERhY,UCZECMCJJJE47ei170XCXgdA
17,awgu7B8BmbQ,UCjU51lhtpje-r0eF4b0jpbw
18,M9CbkNo2wCQ,UCI4mta4pWhYhPSLhjmUAfZQ
19,kuTxC9mIutM,UClFSU9_bUb4Rc6OYfTt5SPw
20,fYkQnCYNUCk,UC3GaMDMad4fw9khH-CtWkFQ
21,QwPfc01cIH4,No Data
22,nsVse5Zzkro,No Data
23,64nlRycM4sM,UCRDDfbYPHX_GUJ4lcQYTc8A
24,NcETN2ZR27M,No Data
25,t2HlQCQtUsY,No Data
26,Gf2mpsB_6bY,UCOzWD4b_-q77XTaSl89OukA
27,2CXaejJZtKk,UCqAbcgEp4NqCRnLG3NVJezw
28,SbpWrhmGZ_s,No Data
29,2YVMusIxisY,UCoQIdt0bWPv3-_xuybJvTjQ
0,AWL_hP4V8QM,UCYs35nWy7aTUBA4w8LcSCjQ
1,It2CfRszyjM,No Data
2,#NAME?,No Data
3,MknkZ22-ulg,UCMKvT0YVLufHMdGLH89J1oA
4,eWiP40v7XHw,UC1oPBUWifc0QOOY8DEKhLuQ
5,FveM0ZlLpzA,No Data
6,xt4S-69s5-k,No Data
7,gBX2D2NsV3U,No Data
8,Zst6sWPmvqs,No Data
9,EyiBLUnVz94,UCcidzHS1cj0TrJpeyZwgUUA
10,OFAJtSHtO1I,No Data
11,_2hBX8K0ggA,UC6IMGCz0Pjwt2icerqPIuZg
12,l2o255Btd3M,UCSoEDFXaMcHbAlWlduce2eg
13,amNhQ7cYJMs,UC1tRerfP7nmbWOxrkfTHnHw
14,M2zjaHXDHmY,No Data
15,2hCXM3tewYw,No Data
16,S3uQGUfok3I,No Data
17,riQE1j6MGE4,No Data
18,lOxf65D1SuM,UCYJnKTyn-1lbNRV5G92UMfA
19,_tdSSr3zvqE,No Data
20,7nyttmahcRY,UCbFwe3COkDrbNsbMyGNCsDg
21,KCEjcsWezO0,No Data
22,5kKX0MyaIWI,No Data
23,KrXRmeJS-Zg,UCeEw2Utee_-P8-KZYTzuUsw
24,wzJanzRKWso,UCprRdRdjn5oTfxDSDQpmPew
25,dNabOMaPxJc,UCQUdNis13Y2bXiV7fssSNCg
26,hZRwqhufrPk,UCEH8O1Z3yM14mH671CaSf4Q
27,kwQe3WHaYlQ,UC5VZjrV5x9J9mTyGODzu0dQ
28,rPhTuVM6wgg,No Data
29,KHhYnZoS-yM,No Data
0,zXSzSuAKeTE,No Data
1,VsJjBQ4phTE,No Data
2,jgrs-d5qMh0,UC60sWAjnXoBUisDwWgJL4_g
3,PVbG2Cwf17k,UCXzU-b8I0Y_fhMkLQMYt3vA
4,0EJ67fDQEPI,UCynURu72A71GmEVQcsZXcKQ
5,k0DqRstCgj4,UCEf_Bc-KVd7onSeifS3py9g
6,amolZC2Jnpo,UC7RMi15o0aQacJhxOc6LLmw
7,1axVdmQQmwg,UC6YNWTm6zuMFsjqd0PO3G-Q
8,FPVSsbNN16g,UCEojdIMF62_65_iYQsvF50Q
9,r5Go-DqQjlw,UCnAsZ46UTeFEgwOEwMezngQ
10,6Yjl-xY1is0,UCcNISJ2amgu_Bkkysm29MNA
11,GAn6vLrSgDk,UCgJT29ypj-ZGNX5y8GHapKA
12,_Xsc2cJIrQY,UCjSUHGlaOM7nDZtzpreA9Jw
13,4YVv6DwoLxI,No Data
14,GnJHx1WnKmk,UCKL5hAuzgFQsyrsQKgU0Qng
15,UEDr8rekEX4,No Data
16,0yoLeEdi9cY,UC0Lo41A_5qVbdgl2p75UXaA
17,yJtRb1sLfu8,No Data
18,SgvXT4m0V4A,UC5pQNAOnkkly0doFFDsBPxw
19,xALKNX6PA_0,UCdRKafyb--geO9ySg6CbhYA
20,mKDwqQOF4ko,UConaGRzpWrIGU6ALkUASyYg
21,Mv6rxV7YIjY,No Data
22,djnXRrw1h6g,No Data
23,Wel-AWhGDF8,UCxhygwqQ1ZMoBGQM2yEcNug
24,DM21UUYsWF0,No Data
25,77USaKzs10o,UC6454ctklRFUiE6CMzuw0hQ
26,WVRU8k9yNw0,No Data
27,4G3zEevA7Xk,UCPIRD4yr1hlAEovBCSNlAKg
28,hAnWpfa48-8,UCrJPQatNaq5KaDJ5RJldqdQ
29,KpLAdd4ehvM,UCj5RwDivLksanrNvkW0FB4w
0,eOArmv3Oz3A,No Data
1,JOgll6OOyhE,No Data
2,MKPhDhx_eyY,UCPs6BouVj4Gl96zGwwzSWJg
3,nPcko5xuYgI,UCcUnsoipzgd5JJNsNMsgfNg
4,TWFMacLv53w,No Data
5,YtBAfBEO3pI,No Data
6,SX_ViT4Ra7k,UCUCeZaZeJbEYAAzvMgrKOPQ
7,c0arVTRwytA,No Data
8,79eyZQbHxvI,UCgMPP6RRjktV7krOfyUewqw
9,epO4zFpCefc,UCjr-_eWyX7RwHKSVxOP4eCA
10,x9Mnj-zehCk,UCKB2ePQcisre4Cacyk1W-gw
11,H19fkj36x-8,UCD7-Ocp4InwPKzwiq_U-Abg
12,uOW7ADErhCM,UCRT-74ovdMKOFBC96w_gfyQ
13,bG28pexkVrk,No Data
14,4Yp58Is1aBk,No Data
15,3fXCejd4yQ4,UCrDHVr4NKajFmzrJO4ME8gA
16,4PWyFStECws,UCFBjsYvwX7kWUjQoW7GcJ5A
17,fSL_VLS_jJI,No Data
18,nhbuZpcdHTo,UCTDMT3aL30noTVFgNPA9XtQ
19,zETkq-ThNWM,UCNW0bHL-4TBmRfRCgRrJKEA
20,6d5V1qOyFqw,UCZMRuagdTBKmmrFtSMN48Xw
21,_uxhfMft9T8,No Data
22,zC8FEqOZAnA,No Data
23,yHhGh2BaST8,No Data
24,gWV8gjTPOD4,UCaO16EyoX6_064H0txQ0vZQ
25,If2kcoeSq1I,UCmbqBCHoSY33t-pHxQJq66A
26,FxR73NHGnws,No Data
27,goEYwIeQ3vI,UC1zYGo1jIIjMVDTLL3dydow
28,oakYhogk1ys,No Data
29,8QZhIsqojpw,No Data
0,gow865myE84,No Data
1,fcgccb-Qy_I,UCZJLOAUdvQHrIXQs3Hq17Hw
2,VuVKeq0UdgM,No Data
3,aCO6Xk4-9TM,No Data
4,_1DDZz1FRmI,UC-km1012mEUQQLGxggmrazw
5,XYSyAjLjcUA,UCO6t3VQrpvrM4gYDRQ-58Ew
6,6I3dDt6Ch1U,UC55Ugnz0PjMsfyZ1LCFDZTA
7,VjTYgEthXYo,UCb-ekPowbBlQhyt7ZXPiu5Q
8,xKG5viamTw8,UCxkjgt_ePhbOoCRPr0szT8Q
9,ucIQuhW4UEM,No Data
10,uhiPIj9WY7w,No Data
11,MBo9uwqE8YA,UCRb-FQbJKhOBvYZ3olDDL7g
12,qdNqevMv5dU,No Data
13,#NAME?,No Data
14,IskUCwDwTOY,No Data
15,2-caYDGaZnU,UC7hfl5GbU1lVhI08c-Y7bVQ
16,NGOUrE7y8Bc,No Data
17,H8d0pTJhQgw,UCpr5mSSUbIQU816dNjaDdyg
18,BN4ivQOy3H0,No Data
19,GwZW8RWuEic,UCoOx45FcGxN7sI2xQakj0EA
20,eZh0EKWZAeQ,No Data
21,m99somvPM0Y,No Data
22,9_DHuwZGVRE,UCEIMvzf3R9d3_2A3IAajvHg
23,m0mD29Fnmj4,UC-zmpFVQNJ85iONIsYKJ7zA
24,QVOauAR-2x4,No Data
25,FA6JX80IaN4,UC1zsShDyJp8AafQu9BPo1PQ
26,0LQuPmWc-nk,UCxOjoraUPd0Dq9PAyIhC6tQ
27,SX_ViT4Ra7k,UCUCeZaZeJbEYAAzvMgrKOPQ
28,uiYon2Zg2Lg,No Data
29,IjFaR-qPr0M,UCxjXU89x6owat9dA8Z-bzdw
0,#NAME?,No Data
1,WFhFNB1a5ns,UCRT-74ovdMKOFBC96w_gfyQ
2,iwjiYuwOK0E,UCpZnHxjKCAOm-FKPrYYi-LA
3,wLohN8ZiZLU,UCaak9sggUeIBPOd8iK_BXcQ
4,yLofl9ds1gQ,UC2kbYT_7pZWb89Z8hMMtwKQ
5,BB1mhKZh7n8,UCLYlpN8yN536YoJd6FtiKwg
6,kYUwMeCQ7sk,UC1oPBUWifc0QOOY8DEKhLuQ
7,5r7rZyjzxIk,No Data
8,jUVDqtqs9cI,UCXBgKqFxSjKADEuMLkc1Bpg
9,xO8iyn7dsbQ,No Data
10,IfSqrZXRjzI,No Data
11,TmJC6A8VqvQ,No Data
12,vd1TpS-NWnU,No Data
13,oJJrKl53AU0,No Data
14,cQdSDpFbXv4,UCGMRl1NLHeMNOM4RJ34ae_A
15,dR1p1mjjZA4,UCv2ejD5B1xOYtGB2cf80B8g
16,JWS_frx57HU,UCtmqiS_54E4CgpEt9pNX9Rw
17,CAyuwpTGF4Y,UCdivz7DDJG35Vkvng0eMmuA
18,epO4zFpCefc,UCjr-_eWyX7RwHKSVxOP4eCA
19,Byd2vOt3oU8,No Data
20,K1752-KJLus,No Data
21,fVaNs1mv2PE,UCroloVlHKUnvOMn5MtuvyDg
22,DAXwLDycfqU,No Data
23,RzU2gG3tWl8,UCaTHFAqbd0OvVByB5eobM9w
24,EA5qcN_29z0,UCljUAjufNh7VI0yElcAdlhg
25,3IcN2Q4vg5c,UCFtVzEblikHdro4J5HeMo4w
26,NA9BoVaVZOg,No Data
27,26KJ8_wL6gA,No Data
28,UiohwUEHPMk,UCKtKKtjaaPKA1Oj8Ldnfsdg
29,hqFDbTCO_MQ,UCBnD1sJRWEyKpfQydw1mkCA
0,2cNROcANakQ,UCJ6NXuUoYLyyuNYTwkmgZtQ
1,xdjzjIkf7E8,No Data
2,79eyZQbHxvI,UCgMPP6RRjktV7krOfyUewqw
3,xbfpaAa4jOU,UCQW3tGdtKlogo-bgihiTZww
4,UDk6GQa2ICg,No Data
5,PCGwDe46dLU,UCsg-YqdqQ-KFF0LNk23BY4A
6,c0arVTRwytA,No Data
7,jytSJr3Cjng,UCXDqWwV2Bhlbf2xXGNHW4KA
8,jgyeplbPsyo,No Data
9,H19fkj36x-8,UCD7-Ocp4InwPKzwiq_U-Abg
10,XciaPvr7s2w,UCLdnL7RNgh616cUbJJUGPRg
11,TsCcyJcV77o,UCynURu72A71GmEVQcsZXcKQ
12,Eav75d3sEII,No Data
13,iC0kWAZkGDs,No Data
14,x9Mnj-zehCk,UCKB2ePQcisre4Cacyk1W-gw
15,J8zTscQh4NE,No Data
16,KujQ1u3zlSY,UCuGpOs5ec2FuqqP21d05nqQ
17,bjZo7ulr5CU,No Data
18,W9xexUSjgVo,UC4lN5sizuJraSHqy99xTy6Q
19,v1CaHBlJUOo,UC1zYGo1jIIjMVDTLL3dydow
20,115cObz5smU,UC0xqzV4302c-ygOnHqzmI0A
21,I1oEf1hGsfA,UCJxYlnZBZc7Ol4FZB9kwl4g
22,OzXcZNZgMKI,No Data
23,F1jkAJbX2y0,No Data
24,_uxhfMft9T8,No Data
25,9AemOdm8LrU,UC-lHJZR3Gqxm24_Vd_AJ5Yw
26,D7HhuN8wOKI,UClX3YSREJp3ELuv2wFAYOzA
27,GbOUprF2Nio,No Data
28,trIJFUqJQJY,No Data
29,dK_xykX9VJM,No Data
0,SLjjuJpcgXQ,No Data
1,I94mz9EQKJo,UCQ3Kgx1G1NkELoJ8tJ3uelg
2,S_TyuViJe74,UCSoEDFXaMcHbAlWlduce2eg
3,CV39K_uHae8,UCMtFAi84ehTSYSE9XoHefig
4,8iTzf61aSbg,UCRDDfbYPHX_GUJ4lcQYTc8A
5,ZXZspf8Ng4w,UCy71JJO1ef3eH1p84gM4QOg
6,zC8FEqOZAnA,No Data
7,wbKLjkyWMjM,UCyjqvcOieGYO7wot-RUgsPg
8,FxR73NHGnws,No Data
9,KPlkYGPrb4s,No Data
10,wL1No0bemYE,No Data
11,gfBnsnKxNmM,No Data
12,UUuoKTqBSmI,No Data
13,mjnEqLuPjXE,No Data
14,wTSTzjOXcgA,UC1Lp8HbCqOPBMT1W_mjb21A
15,3DnabeL1T-o,No Data
16,zA7m1IXhm3Y,UCl9iXgmrYGn7bqYY743G3ow
17,Wh0GNp_sOs0,UCvUVWaHx2siMRl8ZOG1L5IA
18,Tt_RLPr5Ftg,No Data
19,qY6LO7ccXMs,No Data
20,JzzCE8MZJec,UC8XBizOfQBLUrUcv_9DHCog
21,zvZNX3i6Kfs,No Data
22,nCJn4PoRu6w,UC6IMGCz0Pjwt2icerqPIuZg
23,Pkl4thR6WYg,No Data
24,pNlRibjE_JE,No Data
25,TynGkjsm6Gc,UCkpeuy1OcoOuSnvDnvXamRA
26,b4e07P_333Y,No Data
27,KgR0MGge2hg,No Data
28,aPlSmz15exM,UCvlctY0BTwLULhSSpZ6_wmw
29,VQlv9T7cx4o,UCeEw2Utee_-P8-KZYTzuUsw
0,of07CWBNzg8,UCAb2V2frD0fJs3yD3tP4cjg
1,PbwiPNmTAYg,No Data
2,dZIVQpMsDD8,UC5BMQOsAB8hKUyHu9KI6yig
3,4kKON4k4Un0,UC_RNTt0woXncVfZMmjK9swA
4,48722Jh4GB0,UCBNqRaV88X03cKmQAKfHsVw
5,gR4bvvTGEzc,UCzw-C7fNfs018R1FzIKnlaA
6,s7sDfPCmBV0,No Data
7,K3LWN6McTRU,No Data
8,eQi01pDIGEM,UC4arQnli3ffEuCSrSgAD_Ug
9,IioYMngC9fE,UCYjJ5PJag8qo1sBA-tHhfIg
10,UJMZyv0P-oY,UCryItMG5CX-iF_7OzRTn9SA
11,fgGsRAOSyNM,UCNcQkRqY3_Ozcnlo6STqlAQ
12,AnCefBECbvo,UCViq2Kjqhc0S5FeFneMy9pQ
13,untof7sl8Vc,No Data
14,quPCrkr9b4o,UCGCZAYq5Xxojl_tSXcVJhiQ
15,ucIy9c5fRaU,UCB6_n-4TvnN00A9C9QmeXiA
16,fcgccb-Qy_I,UCZJLOAUdvQHrIXQs3Hq17Hw
17,1_bZmDOc_LI,UCzrw4K7D9Ti3FP8WMTVPImg
18,VlVCjThXzkY,UCEdB0Cw2kjiIjlytrmiUlwQ
19,sk2BELF734Y,UCTv-XvfzLX3i4IGWAm4sbmA
20,RF2FBP3kg5M,UCseOe3MfK8d2IjK2NoEpnaA
21,6d5V1qOyFqw,UCZMRuagdTBKmmrFtSMN48Xw
22,2PYnrzl4Qn4,UClCe4GUU6ZTVrvJ8UkXFONA
23,B1au0smbXAk,UCAclVGCh7QyLH41jJGQVhaw
24,#NAME?,No Data
25,61lVZzo5cP0,UCpEhnqL0y41EpW2TvWAHD7Q
26,If2kcoeSq1I,UCmbqBCHoSY33t-pHxQJq66A
27,qq-ePe1n05s,UCPs6BouVj4Gl96zGwwzSWJg
28,nhbuZpcdHTo,UCTDMT3aL30noTVFgNPA9XtQ
29,v_GOgKciXck,UC7Gpp9AXsyBns4oPt0rd82A
0,Wz7kFcWMhcI,No Data
1,dZ0j9LU2cOk,UCIS8BB4C2cuzeILjQV9pxGA
2,7RCvRH0V9zI,No Data
3,jvcjT39WoyE,UCgLSeZDL_WYHkbF8nmuKAtg
4,d3tE1jlB6kI,No Data
5,a372eCI-lWA,No Data
6,LOTFsA49szE,UCHvFSU5OP6c7QcJxIr87YtA
7,zETkq-ThNWM,UCNW0bHL-4TBmRfRCgRrJKEA
8,ir-0UIR30HI,UCMBCvRZ3Mh-lpsXnOL_2jVg
9,oakYhogk1ys,No Data
10,0LQuPmWc-nk,UCxOjoraUPd0Dq9PAyIhC6tQ
11,SX_ViT4Ra7k,UCUCeZaZeJbEYAAzvMgrKOPQ
12,uiYon2Zg2Lg,No Data
13,IjFaR-qPr0M,UCxjXU89x6owat9dA8Z-bzdw
14,#NAME?,No Data
15,WFhFNB1a5ns,UCRT-74ovdMKOFBC96w_gfyQ
16,iwjiYuwOK0E,UCpZnHxjKCAOm-FKPrYYi-LA
17,wLohN8ZiZLU,UCaak9sggUeIBPOd8iK_BXcQ
18,yLofl9ds1gQ,UC2kbYT_7pZWb89Z8hMMtwKQ
19,BB1mhKZh7n8,UCLYlpN8yN536YoJd6FtiKwg
20,kYUwMeCQ7sk,UC1oPBUWifc0QOOY8DEKhLuQ
21,5r7rZyjzxIk,No Data
22,jUVDqtqs9cI,UCXBgKqFxSjKADEuMLkc1Bpg
23,xO8iyn7dsbQ,No Data
24,IfSqrZXRjzI,No Data
25,TmJC6A8VqvQ,No Data
26,vd1TpS-NWnU,No Data
27,oJJrKl53AU0,No Data
28,cQdSDpFbXv4,UCGMRl1NLHeMNOM4RJ34ae_A
29,dR1p1mjjZA4,UCv2ejD5B1xOYtGB2cf80B8g
0,JWS_frx57HU,UCtmqiS_54E4CgpEt9pNX9Rw
1,CAyuwpTGF4Y,UCdivz7DDJG35Vkvng0eMmuA
2,epO4zFpCefc,UCjr-_eWyX7RwHKSVxOP4eCA
3,Byd2vOt3oU8,No Data
4,K1752-KJLus,No Data
5,fVaNs1mv2PE,UCroloVlHKUnvOMn5MtuvyDg
6,DAXwLDycfqU,No Data
7,RzU2gG3tWl8,UCaTHFAqbd0OvVByB5eobM9w
8,EA5qcN_29z0,UCljUAjufNh7VI0yElcAdlhg
9,3IcN2Q4vg5c,UCFtVzEblikHdro4J5HeMo4w
10,NA9BoVaVZOg,No Data
11,26KJ8_wL6gA,No Data
12,UiohwUEHPMk,UCKtKKtjaaPKA1Oj8Ldnfsdg
13,hqFDbTCO_MQ,UCBnD1sJRWEyKpfQydw1mkCA
14,2cNROcANakQ,UCJ6NXuUoYLyyuNYTwkmgZtQ
15,xdjzjIkf7E8,No Data
16,79eyZQbHxvI,UCgMPP6RRjktV7krOfyUewqw
17,xbfpaAa4jOU,UCQW3tGdtKlogo-bgihiTZww
18,UDk6GQa2ICg,No Data
19,PCGwDe46dLU,UCsg-YqdqQ-KFF0LNk23BY4A
20,c0arVTRwytA,No Data
21,jytSJr3Cjng,UCXDqWwV2Bhlbf2xXGNHW4KA
