,video_id,channel_id
4372,wzhQpCDYkEs,UCRldDgf6cO1I7YRx-XyH87A
4373,MeNR0guNn70,UCg3qsVzHeUt5_cPpcRtoaJQ
4376,5_raSpgjC6A,UCzMoibQRslh_1bTuW0YXc6A
4379,V0l5fBhS-T4,UC9aBzgyuScboYgC8SYmiEgg
4380,kPVjhywDID8,UCWc-XpFHPK1SwGcvpFPZ8NA
4381,g3e9iJXqQhQ,UC4QadOSsJu54Qs8z99shRiQ
4384,3cXpDuj7EdE,UCXgaaEw-FRb4HXGo8ka-pfw
4389,TIM7LwStsQU,UCBmp_KLXZ3ZeHSSHvjot9_g
4390,G9nhFG62jzw,UC8_wmm5DX9mb4jrLiw8ZYzw
4392,iWiPUdZTsz4,UC0mhOaiTObQ9hsCIBQM7Hnw
4395,jsNDO9nc_W4,UC6YuttrRJ_LZNddA_DJ_VSQ
4396,xSzowhqUMa8,UCxjXU89x6owat9dA8Z-bzdw
4397,27ZquMfg3qY,UCQgj01s2fuEFnkxNvGP42cg
4401,O8QgBqeNIeU,UCMjPaH_cobWKILEnIa-RIMg
4404,ePGMpQrQ_wQ,UCQUdNis13Y2bXiV7fssSNCg
4408,wzYnfeGY76I,UCyo6aLuDHbUoNTv-NR-Y0NA
4409,bwpKM87sYTM,UC4fkKmoc1NDf82GcFjEpZlg
4412,AQcbQGkVrCU,UCKtKKtjaaPKA1Oj8Ldnfsdg
4413,gdlnTZhbkpw,UCZoaq0ZN9OdFo15DmoPCWig
4415,tPuCzI1TOa0,UCfkM3u-0uSKADDitZLpXcfA
4416,3D7DhyuehM0,UCG4fqU419F_vnBkIfSyR9Yg
4419,oWmFTOkE4rY,UCSoEDFXaMcHbAlWlduce2eg
4420,othGUm7Pd6E,UCljYHFazflmGaDr5Lo90KmA
4421,Q5EXwWTmoiI,UCF5v1ubUrzLLiXnR4XxsFbQ
4422,1IygE7B_J1U,UC1uZYgOfncA-Gnk0GsLVK5A
4423,x33KAcnhkS8,UCvmppcdYf4HOv-tFQhHHJMA
4425,KpRjOldlF_o,UCFTVNLC7ysej-sD5lkLqNGA
4426,10X-d55NQr8,UCl4e200EZm7NXq_iaYSXfeg
4427,dbsmScJc1go,UCDTdcAqZRWubUiDFUzmdNeA
4428,26bVTqcuaDI,UCRVruzlQF5cqpw9jQgIgNdw
4429,P-K0vSEPD_o,UCC_ElJAc9JrtkMm3zTTJ1_A
4430,wZXulXsIEzQ,UCpOjLndjOqMoffA-fr8cbKA
4431,N82HrWkpb-k,UC6VSFaHYbR-bhNer7DXxGNQ
4432,hb8r5O3evho,UCPQ0GEWwLaam1lTX9P-CgGA
4433,JezE6iZUWxo,UC14Yc2Qv92DMuyNRlHvpo2Q
4437,9joz0ZkJnEY,UCgOfjIl0I_oG7VxIoaKaRsw
4438,FYVn2ne7hJc,UC_NC5BE8OhyeuBDU0vKZg-g
4443,AtE59l8rHGk,UC8k5Hd0UtZLrUvZHhsHfgzA
4444,jYTY4B4tG6c,UCq_TsRds1PuHzPfLoSqGyZw
4446,GBy03o6BJwQ,UC6DrdXDa__2fgeD5Mjncdkw
4448,OJY1AwVg0dw,UCmr9bYmymcBmQ1p2tLBRvwg
4450,P6FOapTm40I,UCgJT29ypj-ZGNX5y8GHapKA
4451,3Yujpur1Xjg,UCMOWCrRrcdSRT7dCR_dB7qA
4453,6FyPW9nhEAI,UC3LAEwEhZ0Yn3l4-WatZo2Q
4458,Y5FDT5tWsGk,UC78zfX-wGho3o6MrrnzLzMw
4460,psJzcxBN_ug,UCG-5D9k_fL4FnMeNuraeAtA
4461,eBUcBqq0Ihc,UC9hjXy61UPW7iLfWswKzhww
4463,cjnrnqpyi1E,UCvc33FeURfaIN5M8x9wGVjQ
4467,n9gHwYCCQ7w,UCp_RW49IudjKEw_yal7tfFw
4469,tw_44Iuw9MQ,UC169FIKMFQKr1n65N3UcQag
4473,qM4WLrq1GxM,UC8M-PkL6rzZfzHi8dURgWog
4474,TnziZfjQaw4,UCRT-74ovdMKOFBC96w_gfyQ
4476,wzhQpCDYkEs,UCRldDgf6cO1I7YRx-XyH87A
4477,MeNR0guNn70,UCg3qsVzHeUt5_cPpcRtoaJQ
4484,0sQlop6opdk,UCO6t3VQrpvrM4gYDRQ-58Ew
4485,YPVBfmzPoyk,UCwB_AlxvT3A1uEcI9rA_7hg
4491,tCnbAAgfxH8,UCa6vGFO9ty8v5KZJXQxdhaw
4493,fupAKFaLoAQ,UC1cHlPIE-kqiPvpyYz2O8rQ
4494,9iadxqMA3MM,UCkkxn2ldlFUMupTlXU8meAw
4495,O2byI19QvE8,UCQ3Kgx1G1NkELoJ8tJ3uelg
4500,nVVhv9yz9Lk,UCBV4S3kliBSKTFswcTEhC9w
4501,c2LeP9eN_Z0,UCdiwwLoU6GNtkX3DGdlhFPw
4502,BorCMQ6Yb-0,UCokK-tAztZYbWNs7tLpI5dA
4504,llQSeIgAp_g,UCrEU0b3lpZyrFh7VImwWkxA
4505,PzcaR1N0pTI,UCuaFvcY4MhZY3U43mMt1dYQ
4506,Jbe5opb2Sl8,UCmr9bYmymcBmQ1p2tLBRvwg
4507,xcJesS1At84,UCLiTIZKujQedn1jQ5G8Anfg
4508,X9ah6ruzKIk,UC6YuttrRJ_LZNddA_DJ_VSQ
4510,6ZUhLnchUto,UCIh1ece8ULCBPwzUngAT76w
4511,j235qVEi0lo,UConaGRzpWrIGU6ALkUASyYg
4512,mX2etjYJnAU,UCPOZ6bNwtTIn7hKlUKyFoDg
4515,U4HMw3AMhZQ,UCLtMK4XuSmwWu88GOW7S8qA
4517,vjG0fU9a0xg,UCCy80SwBwALYglGO68Fpy_Q
4519,4KstxwVwnJw,UC4YaOt1yT-ZeyB0OmxHgolA
4520,ErLgj8rvLuI,UC0e87WXu_SJhrc8tb08qyaQ
4521,Eerga0e45bI,UCq_TsRds1PuHzPfLoSqGyZw
4522,IqCrzdjdAbY,UC4QadOSsJu54Qs8z99shRiQ
4523,4N09MwLK9Sk,UC_NC5BE8OhyeuBDU0vKZg-g
4525,GUDyss54jRc,UCLhgIX2L5ZCaWdlaxR_oTAg
4526,Sc2A2UeQY3E,UC-km1012mEUQQLGxggmrazw
4528,jl9YotkAOvw,UC499RUHBCxesTo_ppKPlfhg
4530,H8rxl0lRymU,UCw6Y7niyneaJezhnkBSOqkQ
4531,psEGf5p-YpQ,UCnoV9-8oRfF-c9BFkgTD2nA
4534,dy1aHJGjspk,UCTfta7Ult6yLu7ru-WInOGg
4535,DmajrXPu0zg,UCF9DM3iAcBx2dg_hBiJntjw
4542,snO1VQGHjnY,UCyr88n7sB_iR9SV6sh7YOqQ
4545,bMrlQR5U234,UCZkq6PkauqM-3xJqm9mT9lA
4546,lx8_jOxNmls,UCQVGAwZGA9jrH2XF7feK2xQ
4547,foJJ0I_Guh8,UCio6um-iVh_d1Qixsa_IwIg
4551,T37rjrt98q8,UCTv-XvfzLX3i4IGWAm4sbmA
4552,xxNtnjJP4bg,UC94pY6IRKSJbZ1V36yQA1wg
4555,wZXulXsIEzQ,UCpOjLndjOqMoffA-fr8cbKA
4558,c82adbmcOnE,UCGp6ZhNXsysV7nKMrUOlT-A
4559,mKhCW5E7we0,UC1l7nr1LN4GLWGEB1jqaZ8Q
4561,GvzwwkRgAh4,UCFsh-rJiy2S_xuZZMg6ERZg
4569,msoYi2E5_20,UCBeHscpeX1Pi4soacguRPDg
4570,PsFwtImQhJU,UCahKjkez9olNwcpc5pZwzvg
4572,u3_tJQt8TiQ,UCfodSug0zXKfd8HpSay9JBg
4575,HYvXhgcDSKI,UCiHXPGpKW-mudrCvz6kZMjg
4578,iF02luAMlJE,UCzgxx_DM2Dcb9Y1spb9mUJA
4579,mnR1LYmlVGQ,UCAoHGYa3rHOyKyghUABKvUQ
4582,cD8SYW8rjaQ,UCEf_Bc-KVd7onSeifS3py9g
4583,Dri3AlKQfr4,UC1qaxWuuQoVFDo-MHivWKyA
4587,IWZGW0W9NdI,UCoQdgj5CIHEV84GlCz_QKkQ
4588,qROi7rzZnbQ,UCg9mwxF0uacG3Q4N91wo2TQ
4590,LJjsm6CVsG8,UC-yXuc1__OzjwpsJPlxYUCQ
4591,bshHerIP8WY,UCwN4CR-bDM9ZjvPhb44AfxQ
4592,vV4wNMsQgEc,UCd_yFWKGwk-5d1rcwBjkBTQ
4595,Vc62dsaxz6w,UCOzWD4b_-q77XTaSl89OukA
4596,HCeCzaIPfvQ,UC9HBy_VDP4RL-04gnZZSpKw
4599,JqXiL6APS0s,UCVP_Fma2_-BEKWYc79JVQDw
4606,0sQlop6opdk,UCO6t3VQrpvrM4gYDRQ-58Ew
4607,YPVBfmzPoyk,UCwB_AlxvT3A1uEcI9rA_7hg
4613,tCnbAAgfxH8,UCa6vGFO9ty8v5KZJXQxdhaw
4615,fupAKFaLoAQ,UC1cHlPIE-kqiPvpyYz2O8rQ
4616,9iadxqMA3MM,UCkkxn2ldlFUMupTlXU8meAw
4617,O2byI19QvE8,UCQ3Kgx1G1NkELoJ8tJ3uelg
4622,nVVhv9yz9Lk,UCBV4S3kliBSKTFswcTEhC9w
4623,c2LeP9eN_Z0,UCdiwwLoU6GNtkX3DGdlhFPw
4624,BorCMQ6Yb-0,UCokK-tAztZYbWNs7tLpI5dA
4626,llQSeIgAp_g,UCrEU0b3lpZyrFh7VImwWkxA
4627,PzcaR1N0pTI,UCuaFvcY4MhZY3U43mMt1dYQ
4628,Jbe5opb2Sl8,UCmr9bYmymcBmQ1p2tLBRvwg
4629,xcJesS1At84,UCLiTIZKujQedn1jQ5G8Anfg
4630,X9ah6ruzKIk,UC6YuttrRJ_LZNddA_DJ_VSQ
4632,6ZUhLnchUto,UCIh1ece8ULCBPwzUngAT76w
4633,j235qVEi0lo,UConaGRzpWrIGU6ALkUASyYg
4634,mX2etjYJnAU,UCPOZ6bNwtTIn7hKlUKyFoDg
4637,U4HMw3AMhZQ,UCLtMK4XuSmwWu88GOW7S8qA
4639,vjG0fU9a0xg,UCCy80SwBwALYglGO68Fpy_Q
4641,4KstxwVwnJw,UC4YaOt1yT-ZeyB0OmxHgolA
4642,ErLgj8rvLuI,UC0e87WXu_SJhrc8tb08qyaQ
4643,Eerga0e45bI,UCq_TsRds1PuHzPfLoSqGyZw
4644,IqCrzdjdAbY,UC4QadOSsJu54Qs8z99shRiQ
4645,4N09MwLK9Sk,UC_NC5BE8OhyeuBDU0vKZg-g
4647,GUDyss54jRc,UCLhgIX2L5ZCaWdlaxR_oTAg
4648,Sc2A2UeQY3E,UC-km1012mEUQQLGxggmrazw
4650,jl9YotkAOvw,UC499RUHBCxesTo_ppKPlfhg
4652,Ss-UyOdxFOs,UCwB_AlxvT3A1uEcI9rA_7hg
4657,OuGaIXZJksc,UCp_RW49IudjKEw_yal7tfFw
4658,VUqS1bfCMLE,UCRT-74ovdMKOFBC96w_gfyQ
4660,uzEc07_JwAM,UCR6CQjFdbcJcrmbQmRkzWGQ
4661,KOhO62BL4hY,UC_NC5BE8OhyeuBDU0vKZg-g
4662,LyN5lUoKYE0,UC4QadOSsJu54Qs8z99shRiQ
4663,qHm0CmJpuhU,UCp1p09xUo_lTQONF73ptnBg
4665,gfFySpNE2r0,UCAaGaynFpku5cAx6OOSrW-w
4666,Pz6k-GAws-E,UCHDhZDpNrVK6W4XEkoYI0Fw
4667,Jg8OLqENkJ0,UC1zsShDyJp8AafQu9BPo1PQ
4669,6iPIu6GG68c,UCscgnhNfNhQSguRpqMFIu0g
4673,5WDVtyb3YLg,UC7RMi15o0aQacJhxOc6LLmw
4674,hBg4hN8oAsU,UCl4e200EZm7NXq_iaYSXfeg
4675,S-ZG7tKsikA,UCH_ooLegdVwuhalm3rId9nw
4676,k4JpvDHy_s4,UCCC7cPlaraQtAVGph5hU4Xw
4681,vh6YiIpj8yU,UCEAvwlv0ZtJrSsgaA2CewOw
4682,CcbPg-kD7rE,UCad4VUyyzWqenlkjfCTQ47A
4683,weJro-GHvZk,UCOvLFgl1st5wvX-9TBY5OsA
4685,KcW_umDh75E,UCWbAUdjPLJdmoaCcNyrCgug
4687,JESCKFTph9o,UCtDEkfJlNHq_ONjQnsX5YeA
4689,yPttpGXfsHw,UCFLpS7vAGxlNgL0ZorC8oUw
4692,0sQlop6opdk,UCO6t3VQrpvrM4gYDRQ-58Ew
4693,qapmid4cuFI,UCFBSXqhTCTQp7zfXO-FhA6A
4694,DpI3nxq52Bk,UCTDMT3aL30noTVFgNPA9XtQ
4696,_XbcII2Tf_g,UCdXjy8D4J8I6o5VKGMyHP3g
4701,S5iRL5rddGQ,UCqAbcgEp4NqCRnLG3NVJezw
4702,4HP-cM7JrZA,UCtLo4nwb3ObCDZ4m8b8u7fA
4703,Jf3QnxLm_e4,UCzo3YIew-QemOnpADTofqTg
4704,J-dBBxKf-A0,UC0yQ2h4gQXmVUFWZSqlMVOA
4705,1O8ZYStgJUY,UCLI3BRE4RmYNZcMCv2lIsQA
4707,0-WdPQHTGE8,UCwTDfpw2NE41h02-lWBJpFg
4708,MS3vyCF5biQ,UCKB2ePQcisre4Cacyk1W-gw
4709,o9bvQs04PZU,UCRDDfbYPHX_GUJ4lcQYTc8A
4711,lxatvwNGcKI,UCDoBgfVkfIGBSD9P35eKeKQ
4713,IHyiTGFCGYE,UCYs35nWy7aTUBA4w8LcSCjQ
4715,PUixUOo7RAQ,UCD-miitqNY3nyukJ4Fnf4_A
4716,IW4nZQMeXPA,UClX3YSREJp3ELuv2wFAYOzA
4720,iIh7-ai6k84,UCvzSb_UplIjqEMZ2L8tBjrA
4723,yHKfj9FdykI,UClFSU9_bUb4Rc6OYfTt5SPw
4725,c2KfqSiCfWI,UCeEw2Utee_-P8-KZYTzuUsw
4726,O2byI19QvE8,UCQ3Kgx1G1NkELoJ8tJ3uelg
4728,4rfvfT0bYp0,UCue0AhOm8SARARIcT-0mE1w
4729,kb_F5E0TPDM,UCQUA8cPZgNoYEW2OgX482ng
4730,Pl0Jlb-55wE,UCsg-YqdqQ-KFF0LNk23BY4A
4731,bSm34vsTnLY,UC-g-w1lS2yYmOLKV6UPrR_A
4732,L6zbyMcPcSA,UCBHtVh4v1wlNPb5SMXRAT0Q
4734,z5FvYzpEjK8,UCroloVlHKUnvOMn5MtuvyDg
4735,LEcbagW4O-s,UC3XTzVzaHQEd30rQbuvCtTQ
4736,Qylh1V10bKI,UCFTjuhSe0OwwfxeI8qJjpJQ
4737,ZwJs5Zc9oFk,UCB6pJFaFByws3dQj4AdLdyA
4740,2NlNEj2mCIg,UC_pwIXKXNm5KGhdEVzmY60A
4743,xMsT1Igpl6E,UCupvZG-5ko_eiXAupbDfxWw
4744,may4x5_2s2M,UCSoEDFXaMcHbAlWlduce2eg
4745,9Ma_PAIFiPM,UCokK-tAztZYbWNs7tLpI5dA
4746,A03pQHNgoKE,UCDrXxofz1CIOo9vqwHqfIyg
4747,qHoo7qRth8U,UCu239C8QdmDYoKiSd7ovNWQ
4748,MY94N8p0l2Q,UCfQe46ORsH0b1-jNuuvbOhA
4750,tCnbAAgfxH8,UCa6vGFO9ty8v5KZJXQxdhaw
4751,AbSGf-HdDLo,UCaO16EyoX6_064H0txQ0vZQ
4752,Xon2RwbPuII,UCynURu72A71GmEVQcsZXcKQ
4753,ErLgj8rvLuI,UC0e87WXu_SJhrc8tb08qyaQ
4754,42p5EoIQnNk,UC9bet8Rcj620A9n_qBj4nUg
4755,c2LeP9eN_Z0,UCdiwwLoU6GNtkX3DGdlhFPw
4756,zOjH953JkwI,UClyvSlm-AkWi-OyuUZ9p6Rg
4757,FwEr0uz6yjM,UC15ebOqdhmvl1eb0s0jk5aw
4758,slC1mog2QZo,UCAqlxq4Bs9PjI86M9lM18TA
4759,r28pS3dBYzo,UC02K-De6oOKX0fQeqIKID3Q
4760,9iadxqMA3MM,UCkkxn2ldlFUMupTlXU8meAw
4762,j235qVEi0lo,UConaGRzpWrIGU6ALkUASyYg
4764,9aO7KBHBHCU,UCqMDCgp37r-tRNaMGsIDgwA
4766,JqXiL6APS0s,UCVP_Fma2_-BEKWYc79JVQDw
4767,kyxy87uniHQ,UC8pLL1oT5TzhEDx0Xl_sS1Q
4768,nVVhv9yz9Lk,UCBV4S3kliBSKTFswcTEhC9w
4769,Bp-z4qVGtjE,UCb_CkUzhPsHXdrpQl9Zg5aA
4770,AehXQDQK9mQ,UCAoHGYa3rHOyKyghUABKvUQ
4772,FWIahdHDv_M,UCq_TsRds1PuHzPfLoSqGyZw
4773,PzcaR1N0pTI,UCuaFvcY4MhZY3U43mMt1dYQ
4774,MuPL-PSMX0Q,UCRijo3ddMTht_IHyNSNXpNQ
4775,AsHOtywdbUk,UCtQ6YW_bJln9SqUsu6cSR9Q
4776,ffA3DCzc7GI,UCxhygwqQ1ZMoBGQM2yEcNug
4778,fupAKFaLoAQ,UC1cHlPIE-kqiPvpyYz2O8rQ
4779,ANsWsfQfQCM,UCj-BQGbXXIuMFS04ZgvIeRg
4781,XNrurK1KJPA,UCg9mwxF0uacG3Q4N91wo2TQ
4782,GYHdt8HsqYs,UCKe0ri_Fx7yCAaLqVABZgGA
4783,v-bpfdbhSa4,UCY9n5IhUKc1mI2D8sHTkzzQ
4784,k4R_fQcz-Nc,UCz89Dq7wruqVs77qQh834lg
4785,LRCw5jNVXSc,UCYJnKTyn-1lbNRV5G92UMfA
4788,yfVA_6QJVw0,UC-9OFEFOUf72kwdvNcJ3PJQ
4791,ARM8FdNTYUY,UC2PRpKmHDXZ9KwpaF41TEnQ
4794,Du9Y_IOnhRc,UCM__q3oPuZUTAuK4DomKAQw
4795,xcJesS1At84,UCLiTIZKujQedn1jQ5G8Anfg
4797,raNOZ98igIE,UCpr5mSSUbIQU816dNjaDdyg
4798,X9ah6ruzKIk,UC6YuttrRJ_LZNddA_DJ_VSQ
4801,Jbe5opb2Sl8,UCmr9bYmymcBmQ1p2tLBRvwg
4803,llQSeIgAp_g,UCrEU0b3lpZyrFh7VImwWkxA
4809,425M4M3Opkk,UCuaFvcY4MhZY3U43mMt1dYQ
4811,2Dl1yDcukNY,UCLYlpN8yN536YoJd6FtiKwg
4817,sUw3fnvrhcg,UCv2ejD5B1xOYtGB2cf80B8g
4823,tiE_A8i9Obs,UC4QadOSsJu54Qs8z99shRiQ
4824,FZUJkoThQAY,UCqltwdVS2hLvSjC9eFmfrWg
4828,n1lTYKJPZ44,UCtmXnwe5EYXUc52pq-S2RAg
4829,RLDva9UJCWQ,UCnoV9-8oRfF-c9BFkgTD2nA
4832,_WB3vrRL8tc,UCRVruzlQF5cqpw9jQgIgNdw
4833,iJbboOI61js,UC72bkkvKulLl_muXs0ygF_Q
4834,Ek3aeUhHaFY,UCAL3JXZSzSm8AlZyD3nQdBA
4835,zWlAwYRJj3c,UC-km1012mEUQQLGxggmrazw
4837,ogUxeLbh85U,UC1oPBUWifc0QOOY8DEKhLuQ
4838,XK_RDue06V0,UCfCOQPrgiA9YydjXQ6g87fg
4839,o3phVv8mzyI,UCroloVlHKUnvOMn5MtuvyDg
4842,6G9uODUKNzo,UCSoEDFXaMcHbAlWlduce2eg
4843,Ss-UyOdxFOs,UCwB_AlxvT3A1uEcI9rA_7hg
4844,rmsPRNJMfiM,UCNOmXQPlJpFzLbe1Gymsy6w
4847,W6PB0sT21bg,UCWwPEe6YTJvoa4WFYt-sMaw
4849,12PgQp0Ysuw,UCSzYokfaH2v1521wqrh9fhA
4850,566i0S2s5lo,UCsX8MJHEI5UukXoF3HLnTvg
4851,uZyNW9f_yro,UCDoMGMgSLwhXSa6vHHuOJqQ
4854,HpI54GVxkRw,UCw--0gmprsFb7cSnYfPo1Eg
4856,p-ei9xWZgvs,UC-g-w1lS2yYmOLKV6UPrR_A
4857,9w01Ms8KeTQ,UCDE_gujqIP9wEBZy0lVH_8Q
4858,OF6JI2RC0Jk,UCLJPXgBfO2aoX8p69w4Dipw
4859,5bJ_gb19pKQ,UCOpcACMWblDls9Z6GERVi1A
4861,Lb4g4UKAOUc,UCkpeuy1OcoOuSnvDnvXamRA
4863,Ku2rA8BSJgM,UCDy7RpxdBRnVJzDUJZ_-ktg
4864,JjYSkTrTZls,UCRDDfbYPHX_GUJ4lcQYTc8A
4865,3kDEL0gBrsg,UCDoBgfVkfIGBSD9P35eKeKQ
4868,uzEc07_JwAM,UCR6CQjFdbcJcrmbQmRkzWGQ
4869,1lifvozOc0c,UCnzEf3J1KM1n7jIP2efyxOw
4871,MMP5czHIiJ8,UCxlsYyeri8MOpap3w3JbWSQ
4872,AbULNk0Rmew,UCSLA94W3DhKuRZJPd60grHA
4874,e9uzyLV1BKw,UCyM2Qcy6iD43d8BgiPj3ClQ
4877,N0ouzChjCYc,UC4YT50DP7hbMsor8FmyEPMw
4878,jOyKf2_t2vw,UCFBSXqhTCTQp7zfXO-FhA6A
4879,GT6jQrr8Z1c,UCwZLcMq51R2rDvRsSyZau6Q
4882,TrtfClkQYk0,UC6z9hHYTAV8eW--F4JndgiQ
4884,aVvBCjEhOGI,UC7WF755-3Q58l-4csILY49w
4886,rQAgU585fZg,UCHvFSU5OP6c7QcJxIr87YtA
4887,yPttpGXfsHw,UCFLpS7vAGxlNgL0ZorC8oUw
4888,Ostpb1OuQ1M,UCL4ss3I2WQaWp2sw1SjHi5Q
4889,6L3F_seIWQU,UCwFZSxCiCiucEhxtlV4L5Lg
4890,SkfRzb8V0Q0,UCrkSGDjXXzkQYu2GGrXVEXw
4892,CSOO0TaEL3U,UCdpwrfzRHaxrYl4cehVgjwg
4893,8uGFeOhkdVs,UCTQVIXvcHrR9jYoJ6qaBAow
4896,jzvZvMmFBUM,UCSHc05m3seGiDBH6ZChd1xA
4898,CkSbjORAn-0,UCryItMG5CX-iF_7OzRTn9SA
4900,e-QQOSskA-g,UCaZ7-dLOVyXpHt1c7KMkHUQ
4901,kZQunjLe5CE,UChFqyZDekCMt_z7sVO3JjBQ
4903,fQIh63alM_0,UCflzScI3U_NXkg0Wke8YHLQ
4904,syMdLvjTENc,UCzMoibQRslh_1bTuW0YXc6A
4905,YxLL2-cTLr8,UCCAmT2t6lcB00xD7LoOhEWQ
4906,hgqy3o6ec-8,UCMtFAi84ehTSYSE9XoHefig
4908,Tj21KDlB-Cg,UCvtbgZXQEGo1pxa-PkMP98A
4909,aybljha77qc,UCZJLOAUdvQHrIXQs3Hq17Hw
4912,Mls81lQ3YSQ,UCjSUHGlaOM7nDZtzpreA9Jw
4913,2VROWb1cPg8,UCxhygwqQ1ZMoBGQM2yEcNug
4914,usNmqTj6Wpo,UCb-vnfNYvSUTRSAR4y6sEmA
4916,mSlrY1ejKDs,UCcUnsoipzgd5JJNsNMsgfNg
4917,3a28YOoxNpw,UCY9e955PbYZqKeOfhdNzEmQ
4918,8J7QBYvzdjM,UCdRKafyb--geO9ySg6CbhYA
4924,425M4M3Opkk,UCuaFvcY4MhZY3U43mMt1dYQ
4926,2Dl1yDcukNY,UCLYlpN8yN536YoJd6FtiKwg
4932,sUw3fnvrhcg,UCv2ejD5B1xOYtGB2cf80B8g
4938,tiE_A8i9Obs,UC4QadOSsJu54Qs8z99shRiQ
4939,FZUJkoThQAY,UCqltwdVS2hLvSjC9eFmfrWg
4943,n1lTYKJPZ44,UCtmXnwe5EYXUc52pq-S2RAg
4944,RLDva9UJCWQ,UCnoV9-8oRfF-c9BFkgTD2nA
4947,_WB3vrRL8tc,UCRVruzlQF5cqpw9jQgIgNdw
4948,iJbboOI61js,UC72bkkvKulLl_muXs0ygF_Q
4949,Ek3aeUhHaFY,UCAL3JXZSzSm8AlZyD3nQdBA
4950,zWlAwYRJj3c,UC-km1012mEUQQLGxggmrazw
4952,ogUxeLbh85U,UC1oPBUWifc0QOOY8DEKhLuQ
4953,XK_RDue06V0,UCfCOQPrgiA9YydjXQ6g87fg
4954,o3phVv8mzyI,UCroloVlHKUnvOMn5MtuvyDg
4957,6G9uODUKNzo,UCSoEDFXaMcHbAlWlduce2eg
4958,Ss-UyOdxFOs,UCwB_AlxvT3A1uEcI9rA_7hg
4959,rmsPRNJMfiM,UCNOmXQPlJpFzLbe1Gymsy6w
4962,W6PB0sT21bg,UCWwPEe6YTJvoa4WFYt-sMaw
4964,12PgQp0Ysuw,UCSzYokfaH2v1521wqrh9fhA
4965,566i0S2s5lo,UCsX8MJHEI5UukXoF3HLnTvg
4966,uZyNW9f_yro,UCDoMGMgSLwhXSa6vHHuOJqQ
4969,iVpO37scwY4,UCaminwG9MTO4sLYeC3s6udA
4971,p8phGxzUC_Y,UCKD2oGov7tgukYK8AgLXlwg
4974,ONigOpgGrcw,UCl2aT0nRejTCQO_LHZAftBw
4975,YcRTKVW5tgM,UCaZK0kfr_sKxmLNoP2g9OWw
4977,425M4M3Opkk,UCuaFvcY4MhZY3U43mMt1dYQ
4979,r9YIWnk04jo,UC169FIKMFQKr1n65N3UcQag
4981,uiC3VliPmrk,UCRT-74ovdMKOFBC96w_gfyQ
4987,kctDjOOruk4,UCDoMGMgSLwhXSa6vHHuOJqQ
4988,bFh6jkI02iM,UC4QadOSsJu54Qs8z99shRiQ
4991,bi96wPHCMuM,UCJe-YHWE_u6LL3DHyv8kXeQ
4992,sy5Pn0v3ptw,UC9llDCAObCbGpsaa66fClKw
4994,K6VqLu2Hh4A,UCD-1TFnqeSem13xk52_wPBw
4996,39PtKi3w6Dg,UCdu8igwBhwFtF_s1QYrRfAQ
4997,BKo4fT6dJuo,UC24yfMhHL7ryQhbc_Zw_qng
4998,gpsvsKtTxfA,UCQ3Kgx1G1NkELoJ8tJ3uelg
5000,lWrMKeeWGzw,UCRb-FQbJKhOBvYZ3olDDL7g
5002,QGKpRPSGDBo,UC7JNMwOkj_zHjbXiXlDaAVA
5003,GC2UGaN0kYs,UC9kThXn3Gk48F1T3qi6gNTw
5007,kaKJMw-GdEU,UCCjh8thaceGBC9qsjElIPdg
5008,LBQ2nDlyqRc,UCwKRHVk7e1EhGB1S03Xmlrg
5011,BBtXTKyLbqY,UCzCa7TOgw17MxtddnTvVHtg
5014,SYrp8xd4T5I,UC4YT50DP7hbMsor8FmyEPMw
5015,ix6sJ_CR8t0,UCKtKKtjaaPKA1Oj8Ldnfsdg
5017,m7ddbml_vkY,UCw9-qglgZw8J8m2rxe7bAXw
5018,gDP67s3OsQg,UCrgpzZ0lkQ1vAnowJU5iThQ
5021,MopGUSWhXYg,UCrEU0b3lpZyrFh7VImwWkxA
5022,Pj0HKDdXg7s,UCYs35nWy7aTUBA4w8LcSCjQ
5023,GQ8SrqBv9pg,UCQf_-KILFsW7ifM6oSlRYDA
5029,SIylmGMFAUU,UCGbOTPDlBwkN-4N85dK6U7Q
5031,05eBOuyUqkQ,UCyo6aLuDHbUoNTv-NR-Y0NA
5032,KeB77zUElhc,UCRDDfbYPHX_GUJ4lcQYTc8A
5034,kXzBm2V1vvI,UCx5qOpmwtZOP88V1Rh918Ww
5035,Ra3xRP5-eMQ,UCVMvBhhCs_jZTGlHFI6Fh7w
5038,BrNRWd6vwbQ,UC2EWGw-KBjEReUbXMJEiaCA
5041,WLhwIH0aIho,UChc68ogXXtWpr3HT-07A1zg
5042,pSRfWT9GFek,UCJ6NXuUoYLyyuNYTwkmgZtQ
5043,2tCxmy_GfPA,UCsg-YqdqQ-KFF0LNk23BY4A
5044,kmrZ-q726EU,UCBnD1sJRWEyKpfQydw1mkCA
5045,TLp_u9ZZBHw,UCnoYhOtV0IXZ6lv2R-ZnB_Q
5046,rmsPRNJMfiM,UCNOmXQPlJpFzLbe1Gymsy6w
5049,HFj5lMRMua0,UCWc-XpFHPK1SwGcvpFPZ8NA
5051,gElu3b-JN0E,UCQUdNis13Y2bXiV7fssSNCg
5052,vscM5fl5BQM,UCqUBfeh7pTsjxciLFL9DxPQ
