id,y
1,309735.024972181
2,2078320.11389497
3,881768.355066812
4,144202.98780159725
5,216.79792053726445
6,10569356.514613943
7,244642.2998528061
8,205676.2810779329
9,480800.57729427755
10,28928.2714563705
11,190359.38592875368
12,1773978.2628786534
13,63644.40418867859
14,4201956.654662237
15,2357362.3402665895
16,1069423.1102315474
17,997523.0160990488
18,49095.74450889349
19,30969.27594814166
20,11637.124632861189
21,25626.052516978696
22,12925.51521779733
23,80921.27741142226
24,655806.0759451402
25,2340311.139640756
26,254166.19475982044
27,631.1148813803177
28,275183.84294382186
29,252701.21586482934
30,715494.2254433744
31,2101564.770498294
32,2440159.7463485147
33,38007.6612294345
34,24805.05812761854
35,811558.5827257367
36,6693.132542052629
37,323142.65363762755
38,120149.01163809017
39,796197.0630561045
40,4243.6891146441185
41,380589.752463626
42,982675.3966691598
43,22041.1859014563
44,2370163.2268887153
45,986056.2666755966
46,3146867.5525129237
47,90858.4483856804
48,1163085.3094137968
49,624434.8856083632
50,615234.4512558569
51,163803.1213904196
52,547680.9183658502
53,3312181.342263034
54,131771.08162804326
55,266578.2619426427
56,453414533.9935951
57,1433329.7469387562
58,25908.10895011088
59,195663.82935986933
60,5461971.03016955
61,222240.9383642058
62,14039.782289743143
63,7487469.2354733255
64,57256.474667454706
65,406989.48693969747
66,393876.8706432517
67,36438.50164658869
68,39180.63003198684
69,716750.3806752996
70,892727.563179064
71,10283.985199510014
72,80668.57869611672
73,1227934.7120966227
74,517445.89869637776
75,4184627.3057114547
76,294658.81566462887
77,262783.43877505674
78,1578415.6921512098
79,820109.7366728487
80,1010.9785589550245
81,215074.52337603515
82,23650.55757025054
83,5591366.071024449
84,3491762.789995415
85,182670.93719705354
86,262068.48956959462
87,11184.036553935837
88,1804328.5547455184
89,45293.556110125
90,21248426.21043228
91,8316.21778000279
92,100531.73274072498
93,681321.1794399829
94,201534.75680292296
95,42257.056469407245
96,25507933.51704169
97,375355.8625153462
98,406231.29847569077
99,992048.9467295493
100,33115.18858470786
101,1974352.44080021
102,595587.3445938593
103,319497.57067576214
104,3745187.3681264133
105,69378.99866762679
106,95120.25685112816
